Sl.no     |Class          |Prior          |Word           |log(Probablity) 
522       |neg            |0.5            |relic          |-11.044353952612534 
523       |neg            |0.5            |pouty          |-11.891651812999738 
524       |neg            |0.5            |colliding      |-11.891651812999738 
525       |neg            |0.5            |lesbianism     |-11.198504632439793 
526       |neg            |0.5            |mcdowall       |-10.910822559988011 
527       |neg            |0.5            |construct      |-11.603969740547956 
528       |neg            |0.5            |attempt        |-8.130451697306176 
529       |neg            |0.5            |f/x            |-11.891651812999738 
530       |neg            |0.5            |rivalry        |-11.380826189233748 
531       |neg            |0.5            |thick          |-10.282213900565637 
532       |neg            |0.5            |balance        |-11.198504632439793 
533       |neg            |0.5            |dna            |-10.793039524331629 
534       |neg            |0.5            |injected       |-11.603969740547956 
535       |neg            |0.5            |chloe          |-10.910822559988011 
536       |neg            |0.5            |fools          |-11.380826189233748 
537       |neg            |0.5            |lying          |-10.592368828869477 
538       |neg            |0.5            |allen's        |-10.793039524331629 
539       |neg            |0.5            |coppola's      |-12.297116921107902 
540       |neg            |0.5            |made           |-6.919526373665358 
541       |neg            |0.5            |statue         |-11.044353952612534 
542       |neg            |0.5            |streep         |-12.990264101667847 
543       |neg            |0.5            |person's       |-11.044353952612534 
544       |neg            |0.5            |being          |-6.850379549441592 
545       |neg            |0.5            |filmed         |-9.589066720005693 
546       |neg            |0.5            |stavros        |-11.380826189233748 
547       |neg            |0.5            |curry          |-12.990264101667847 
548       |neg            |0.5            |hoping         |-9.326702455538202 
549       |neg            |0.5            |contents       |-11.380826189233748 
550       |neg            |0.5            |palma          |-9.899221648309531 
551       |neg            |0.5            |peckinpah      |-11.603969740547956 
552       |neg            |0.5            |curse          |-11.198504632439793 
553       |neg            |0.5            |macy           |-10.910822559988011 
554       |neg            |0.5            |doc            |-11.380826189233748 
555       |neg            |0.5            |maniac         |-10.505357451879847 
556       |neg            |0.5            |doe            |-12.990264101667847 
557       |neg            |0.5            |dog            |-8.468475524618807 
558       |neg            |0.5            |status         |-10.217675379428066 
559       |neg            |0.5            |trading        |-11.603969740547956 
560       |neg            |0.5            |computer-animated|-11.603969740547956 
561       |neg            |0.5            |spawned        |-10.910822559988011 
562       |neg            |0.5            |nobility       |-12.990264101667847 
563       |neg            |0.5            |don            |-9.229063985974285 
564       |neg            |0.5            |ellie          |-10.793039524331629 
